"sample","file_name","match_val","material_class","spectrum_identity","library_id"
"S11","SFEI_01_S11_054_FRA_WHT.spa",0.66488771819613,"mineral","amber","ee40aadd21078d50eb81cc7b832d25ab"
"S11","SFEI_01_S11_055_FRA_YLO.spa",0.624842537213947,"poly(ethylene)","rubber","cd2896269eca61aaaa77475843cb5338"
"S11","SFEI_01_S11_056_FRA_YLO.spa",0.578344438384418,"mineral","amber","ee40aadd21078d50eb81cc7b832d25ab"
"S01","SFEI_01_S01_062_FRA_BLK.spa",0.823649954327033,"organic matter","soil","51e7e83fedc50ba4b019c04074cadc9d"
"S11","SFEI_01_S11_057_FRA_YLO.spa",0.417850828597658,"mineral","bauxite","f66ab8a82288e85111046446e2c75da1"
"S11","SFEI_01_S11_058_FRA_YLO.spa",0.644515487633672,"poly(ethylene)","plastic","ac43e1bc0aa01d614029f42e8a08d403"
"S11","SFEI_01_S11_059_FRA_YLO.spa",0.48057384349113,"poly(ethylene)","rubber","cd2896269eca61aaaa77475843cb5338"
"S11","SFEI_01_S11_060_FRA_WHT.spa",0.633514650108759,"mineral","miserite","d9e5eb20e47382fe988cdc8205563a5e"
"S11","SFEI_01_S11_061_FRA_YLO.spa",0.590207457403157,"poly(ethylene)","rubber","cd2896269eca61aaaa77475843cb5338"
"S11","SFEI_01_S11_062_FRA_YLO.spa",0.646592974392736,"poly(ethylene)","rubber","cd2896269eca61aaaa77475843cb5338"
"S11","SFEI_01_S11_063_FRA_YLO.spa",0.690717878943627,"polymethacrylates","pmma","230dfb556aa8284a70e8d35ee98745e0"
"S11","SFEI_01_S11_064_FRA_YLO.spa",0.675241454743414,"poly(ethylene)","rubber","cd2896269eca61aaaa77475843cb5338"
"S11","SFEI_01_S11_065_FRA_YLO.spa",0.642405139082517,"poly(ethylene)","rubber","cd2896269eca61aaaa77475843cb5338"
"S11","SFEI_01_S11_066_FRA_YLO.spa",0.508161558961736,"poly(ethylene)","plastic","ac43e1bc0aa01d614029f42e8a08d403"
"S01","SFEI_01_S01_063_FRA_ORA.spa",0.657170537595999,"mineral","kyanite","3f24b5a31e60d695a045a46a3923e286"
"S11","SFEI_01_S11_067_FRA_YLO.spa",0.62393310095989,"poly(ethylene)","rubber","cd2896269eca61aaaa77475843cb5338"
"S11","SFEI_01_S11_068_FRA_YLO.spa",0.549940951757551,"poly(ethylene)","rubber","cd2896269eca61aaaa77475843cb5338"
"S11","SFEI_01_S11_069_FRA_YLO.spa",0.450932105705352,"mineral","kyanite","2621e7e28161cac4401db88e10e744d5"
"S11","SFEI_01_S11_070_FRA_YLO.spa",0.585636552589755,"poly(ethylene)","rubber","cd2896269eca61aaaa77475843cb5338"
"S11","SFEI_01_S11_071_FRA_YLO.spa",0.536851959365167,"mineral","bauxite","f66ab8a82288e85111046446e2c75da1"
"S11","SFEI_01_S11_072_FRA_YLO.spa",0.581776912151129,"poly(ethylene)","plastic","ac43e1bc0aa01d614029f42e8a08d403"
"S11","SFEI_01_S11_073_FRA_YLO.spa",0.529481366877596,"mineral","bauxite","f66ab8a82288e85111046446e2c75da1"
"S11","SFEI_01_S11_074_FRA_YLO.spa",0.595772044109745,"poly(ethylene)","plastic","ac43e1bc0aa01d614029f42e8a08d403"
"S11","SFEI_01_S11_075_FRA_YLO.spa",0.59544809581514,"poly(ethylene)","rubber","cd2896269eca61aaaa77475843cb5338"
"S11","SFEI_01_S11_076_FRA_YLO.spa",0.592740395359545,"poly(ethylene)","rubber","cd2896269eca61aaaa77475843cb5338"
"S01","SFEI_01_S01_064_FRA_WHT.spa",0.720754367658482,"mineral","kyanite","3f24b5a31e60d695a045a46a3923e286"
"S11","SFEI_01_S11_077_FRA_YLO.spa",0.440885402414115,"poly(esters/ethers/diglycidylethers/terephthalates)s","polybutyratadipat-terephthalat","2708f667914c18d20218d095f2595cc0"
"S11","SFEI_01_S11_078_FRA_YLO.spa",0.462485568439093,"poly(ethylene)","rubber","cd2896269eca61aaaa77475843cb5338"
"S11","SFEI_01_S11_079_FRA_YLO.spa",0.497038749682561,"poly(ethylene)","rubber","cd2896269eca61aaaa77475843cb5338"
"S11","SFEI_01_S11_080_FRA_YLO.spa",0.389663013133591,"organic matter","soil","069f787897054ae9597fed1dc4aaeebb"
"S11","SFEI_01_S11_081_FRA_YLO.spa",0.499919191606858,"poly(ethylene)","rubber","cd2896269eca61aaaa77475843cb5338"
"S11","SFEI_01_S11_082_FRA_YLO.spa",0.644049610670464,"poly(ethylene)","rubber","cd2896269eca61aaaa77475843cb5338"
